state,district,year,residualsodiumcarbonate
Chhattisgarh,Bastar,2004,0.53000003
Chhattisgarh,Bastar,2005,0.54908526
Chhattisgarh,Bastar,2006,1
Chhattisgarh,Bastar,2007,0.51428568
Chhattisgarh,Bastar,2008,0.70648271
Chhattisgarh,Bastar,2009,0.67752153
Chhattisgarh,Bastar,2010,
Chhattisgarh,Bastar,2011,-1.9911112
Chhattisgarh,Bastar,2012,0.59999996
Chhattisgarh,Bastar,2013,
Chhattisgarh,Bastar,2014,-1.3575
Chhattisgarh,Bastar,2015,
Chhattisgarh,Bastar,2016,
Chhattisgarh,Bastar,2017,
Chhattisgarh,Bastar,2018,0
Chhattisgarh,Bijapur,2012,
Chhattisgarh,Bilaspur,2000,
Chhattisgarh,Bilaspur,2001,1.8622222
Chhattisgarh,Bilaspur,2002,1.7657143
Chhattisgarh,Bilaspur,2003,
Chhattisgarh,Bilaspur,2004,1.1290909
Chhattisgarh,Bilaspur,2005,2.0584614
Chhattisgarh,Bilaspur,2006,0.90307695
Chhattisgarh,Bilaspur,2007,0.76666665
Chhattisgarh,Bilaspur,2008,1.2514286
Chhattisgarh,Bilaspur,2009,0.92000002
Chhattisgarh,Bilaspur,2010,
Chhattisgarh,Bilaspur,2011,
Chhattisgarh,Bilaspur,2012,1.79
Chhattisgarh,Bilaspur,2013,2.4419048
Chhattisgarh,Bilaspur,2014,-3.0470967
Chhattisgarh,Bilaspur,2015,
Chhattisgarh,Bilaspur,2016,
Chhattisgarh,Bilaspur,2017,
Chhattisgarh,Bilaspur,2018,0
Chhattisgarh,Dantewada,2000,
Chhattisgarh,Dantewada,2001,0.14
Chhattisgarh,Dantewada,2002,0.84000003
Chhattisgarh,Dantewada,2003,
Chhattisgarh,Dantewada,2004,0.66666669
Chhattisgarh,Dantewada,2005,0.45333332
Chhattisgarh,Dantewada,2006,
Chhattisgarh,Dantewada,2007,0.61000001
Chhattisgarh,Dantewada,2008,0.63999999
Chhattisgarh,Dantewada,2009,
Chhattisgarh,Dantewada,2010,
Chhattisgarh,Dantewada,2011,
Chhattisgarh,Dantewada,2012,
Chhattisgarh,Dantewada,2013,
Chhattisgarh,Dantewada,2014,
Chhattisgarh,Dantewada,2015,
Chhattisgarh,Dantewada,2016,
Chhattisgarh,Dantewada,2017,
Chhattisgarh,Dantewada,2018,
Chhattisgarh,Dhamtari,2000,
Chhattisgarh,Dhamtari,2001,0.71999997
Chhattisgarh,Dhamtari,2002,1.54
Chhattisgarh,Dhamtari,2003,
Chhattisgarh,Dhamtari,2004,0.75599998
Chhattisgarh,Dhamtari,2005,1.3925
Chhattisgarh,Dhamtari,2006,0.75999999
Chhattisgarh,Dhamtari,2007,1.1266667
Chhattisgarh,Dhamtari,2008,1.4577777
Chhattisgarh,Dhamtari,2009,1.2
Chhattisgarh,Dhamtari,2010,
Chhattisgarh,Dhamtari,2011,-10.18
Chhattisgarh,Dhamtari,2012,0.72000003
Chhattisgarh,Dhamtari,2013,0.33333334
Chhattisgarh,Dhamtari,2014,-0.74428576
Chhattisgarh,Dhamtari,2015,
Chhattisgarh,Dhamtari,2016,
Chhattisgarh,Dhamtari,2017,
Chhattisgarh,Dhamtari,2018,0
Chhattisgarh,Durg,2000,
Chhattisgarh,Durg,2001,2.2
Chhattisgarh,Durg,2002,1.256
Chhattisgarh,Durg,2003,
Chhattisgarh,Durg,2004,2.2125001
Chhattisgarh,Durg,2005,3.0599999
Chhattisgarh,Durg,2006,0.80000001
Chhattisgarh,Durg,2007,0.48999998
Chhattisgarh,Durg,2008,1.362
Chhattisgarh,Durg,2009,1.6
Chhattisgarh,Durg,2010,
Chhattisgarh,Durg,2011,-0.33000004
Chhattisgarh,Durg,2012,1.552
Chhattisgarh,Durg,2013,
Chhattisgarh,Durg,2014,-7.1666665
Chhattisgarh,Durg,2015,
Chhattisgarh,Durg,2016,
Chhattisgarh,Durg,2017,
Chhattisgarh,Durg,2018,0
Chhattisgarh,Jammu,2003,2.5618181
Chhattisgarh,Janjgir-Champa,2000,
Chhattisgarh,Janjgir-Champa,2001,0.60000002
Chhattisgarh,Janjgir-Champa,2002,
Chhattisgarh,Janjgir-Champa,2003,
Chhattisgarh,Janjgir-Champa,2004,5
Chhattisgarh,Janjgir-Champa,2005,2.5450001
Chhattisgarh,Janjgir-Champa,2006,1.1333333
Chhattisgarh,Janjgir-Champa,2007,1.132
Chhattisgarh,Janjgir-Champa,2008,0.40000001
Chhattisgarh,Janjgir-Champa,2009,2
Chhattisgarh,Janjgir-Champa,2010,
Chhattisgarh,Janjgir-Champa,2011,
Chhattisgarh,Janjgir-Champa,2012,3.3150001
Chhattisgarh,Janjgir-Champa,2013,1.0266666
Chhattisgarh,Janjgir-Champa,2014,-3.0165517
Chhattisgarh,Janjgir-Champa,2015,
Chhattisgarh,Janjgir-Champa,2016,
Chhattisgarh,Janjgir-Champa,2017,0
Chhattisgarh,Janjgir-Champa,2018,0
Chhattisgarh,Jashpur,2000,
Chhattisgarh,Jashpur,2001,0.29500002
Chhattisgarh,Jashpur,2002,0.40000001
Chhattisgarh,Jashpur,2003,
Chhattisgarh,Jashpur,2004,0.86666667
Chhattisgarh,Jashpur,2005,0.66727275
Chhattisgarh,Jashpur,2006,0.48666668
Chhattisgarh,Jashpur,2007,0.62833333
Chhattisgarh,Jashpur,2008,0.495
Chhattisgarh,Jashpur,2009,0.79333335
Chhattisgarh,Jashpur,2010,
Chhattisgarh,Jashpur,2011,-1.6145455
Chhattisgarh,Jashpur,2012,0.39000002
Chhattisgarh,Jashpur,2013,0.79333335
Chhattisgarh,Jashpur,2014,-0.93179488
Chhattisgarh,Jashpur,2015,
Chhattisgarh,Jashpur,2016,
Chhattisgarh,Jashpur,2017,
Chhattisgarh,Jashpur,2018,0
Chhattisgarh,Kabirdham,2000,
Chhattisgarh,Kabirdham,2001,2.5266666
Chhattisgarh,Kabirdham,2002,2.3050001
Chhattisgarh,Kabirdham,2003,
Chhattisgarh,Kabirdham,2004,1.1800001
Chhattisgarh,Kabirdham,2005,2.98
Chhattisgarh,Kabirdham,2006,2.8799999
Chhattisgarh,Kabirdham,2007,2.4000001
Chhattisgarh,Kabirdham,2008,2.76
Chhattisgarh,Kabirdham,2009,1.3933333
Chhattisgarh,Kabirdham,2010,
Chhattisgarh,Kabirdham,2011,
Chhattisgarh,Kabirdham,2012,2.3233333
Chhattisgarh,Kabirdham,2013,
Chhattisgarh,Kabirdham,2014,3.1466668
Chhattisgarh,Kabirdham,2015,
Chhattisgarh,Kabirdham,2016,
Chhattisgarh,Kabirdham,2017,
Chhattisgarh,Kabirdham,2018,0
Chhattisgarh,Kanker,2000,
Chhattisgarh,Kanker,2001,1.42
Chhattisgarh,Kanker,2002,1.36
Chhattisgarh,Kanker,2003,
Chhattisgarh,Kanker,2004,1.1514286
Chhattisgarh,Kanker,2005,0.86477089
Chhattisgarh,Kanker,2006,1.38
Chhattisgarh,Kanker,2007,1.095
Chhattisgarh,Kanker,2008,1.6466666
Chhattisgarh,Kanker,2009,
Chhattisgarh,Kanker,2010,
Chhattisgarh,Kanker,2011,0.059999999
Chhattisgarh,Kanker,2012,0.28
Chhattisgarh,Kanker,2013,
Chhattisgarh,Kanker,2014,-1.5
Chhattisgarh,Kanker,2015,
Chhattisgarh,Kanker,2016,
Chhattisgarh,Kanker,2017,
Chhattisgarh,Kanker,2018,0
Chhattisgarh,Korba,2000,
Chhattisgarh,Korba,2001,0.90666664
Chhattisgarh,Korba,2002,0.76999998
Chhattisgarh,Korba,2003,
Chhattisgarh,Korba,2004,0.48000002
Chhattisgarh,Korba,2005,0.54000002
Chhattisgarh,Korba,2006,0.57142854
Chhattisgarh,Korba,2007,1.4
Chhattisgarh,Korba,2008,0.78999996
Chhattisgarh,Korba,2009,0.80000001
Chhattisgarh,Korba,2010,
Chhattisgarh,Korba,2011,
Chhattisgarh,Korba,2012,2.1159999
Chhattisgarh,Korba,2013,1.4163637
Chhattisgarh,Korba,2014,-1.7224391
Chhattisgarh,Korba,2015,
Chhattisgarh,Korba,2016,
Chhattisgarh,Korba,2017,
Chhattisgarh,Korba,2018,0
Chhattisgarh,Korea,2000,
Chhattisgarh,Korea,2001,2.8999999
Chhattisgarh,Korea,2002,2.9733334
Chhattisgarh,Korea,2003,
Chhattisgarh,Korea,2004,2.2533333
Chhattisgarh,Korea,2005,2.1299999
Chhattisgarh,Korea,2006,1.7514286
Chhattisgarh,Korea,2007,1.6633333
Chhattisgarh,Korea,2008,1.6799999
Chhattisgarh,Korea,2009,0.38
Chhattisgarh,Korea,2010,
Chhattisgarh,Korea,2011,
Chhattisgarh,Korea,2012,1.472
Chhattisgarh,Korea,2013,0.38
Chhattisgarh,Korea,2014,-1.1090908
Chhattisgarh,Korea,2015,
Chhattisgarh,Korea,2016,
Chhattisgarh,Korea,2017,
Chhattisgarh,Korea,2018,0
Chhattisgarh,Mahasamund,2000,
Chhattisgarh,Mahasamund,2001,1.6066667
Chhattisgarh,Mahasamund,2002,1.2766666
Chhattisgarh,Mahasamund,2003,
Chhattisgarh,Mahasamund,2004,1.2111111
Chhattisgarh,Mahasamund,2005,2.1457143
Chhattisgarh,Mahasamund,2006,6.9120002
Chhattisgarh,Mahasamund,2007,2
Chhattisgarh,Mahasamund,2008,1.1925
Chhattisgarh,Mahasamund,2009,1.1266667
Chhattisgarh,Mahasamund,2010,
Chhattisgarh,Mahasamund,2011,
Chhattisgarh,Mahasamund,2012,2.3266668
Chhattisgarh,Mahasamund,2013,1.34
Chhattisgarh,Mahasamund,2014,-2.5411766
Chhattisgarh,Mahasamund,2015,
Chhattisgarh,Mahasamund,2016,
Chhattisgarh,Mahasamund,2017,
Chhattisgarh,Mahasamund,2018,0
Chhattisgarh,Narayanpur,2000,
Chhattisgarh,Narayanpur,2001,
Chhattisgarh,Narayanpur,2002,
Chhattisgarh,Narayanpur,2003,
Chhattisgarh,Narayanpur,2004,0.2
Chhattisgarh,Narayanpur,2005,0.18000001
Chhattisgarh,Narayanpur,2006,
Chhattisgarh,Narayanpur,2007,
Chhattisgarh,Narayanpur,2008,
Chhattisgarh,Narayanpur,2009,
Chhattisgarh,Narayanpur,2010,
Chhattisgarh,Narayanpur,2011,
Chhattisgarh,Narayanpur,2012,
Chhattisgarh,Narayanpur,2013,
Chhattisgarh,Narayanpur,2014,
Chhattisgarh,Narayanpur,2015,
Chhattisgarh,Narayanpur,2016,
Chhattisgarh,Narayanpur,2017,
Chhattisgarh,Narayanpur,2018,
Chhattisgarh,Raigarh,2000,0.2
Chhattisgarh,Raigarh,2001,1.2893333
Chhattisgarh,Raigarh,2002,1.395
Chhattisgarh,Raigarh,2005,3.2071428
Chhattisgarh,Raigarh,2006,1.1025
Chhattisgarh,Raigarh,2007,1.3661538
Chhattisgarh,Raigarh,2008,0.66799998
Chhattisgarh,Raigarh,2009,1.076
Chhattisgarh,Raigarh,2010,
Chhattisgarh,Raigarh,2011,-1.2586666
Chhattisgarh,Raigarh,2012,0.32666668
Chhattisgarh,Raigarh,2013,1.4043478
Chhattisgarh,Raigarh,2015,-3.2030768
Chhattisgarh,Raigarh,2016,-3.2813792
Chhattisgarh,Raigarh,2018,0.14245616
Chhattisgarh,Raipur,2000,
Chhattisgarh,Raipur,2001,1.7954956
Chhattisgarh,Raipur,2002,1.5636364
Chhattisgarh,Raipur,2003,1.04
Chhattisgarh,Raipur,2004,1.683
Chhattisgarh,Raipur,2005,1.9813334
Chhattisgarh,Raipur,2006,1.5984615
Chhattisgarh,Raipur,2007,1.8164706
Chhattisgarh,Raipur,2008,1.9058824
Chhattisgarh,Raipur,2009,0.98666668
Chhattisgarh,Raipur,2010,
Chhattisgarh,Raipur,2011,
Chhattisgarh,Raipur,2012,1.586
Chhattisgarh,Raipur,2013,1.4680001
Chhattisgarh,Raipur,2014,-3.7965217
Chhattisgarh,Raipur,2015,
Chhattisgarh,Raipur,2016,
Chhattisgarh,Raipur,2017,
Chhattisgarh,Raipur,2018,0
Chhattisgarh,Rajnandgaon,2000,
Chhattisgarh,Rajnandgaon,2001,3.375
Chhattisgarh,Rajnandgaon,2002,2.0599999
Chhattisgarh,Rajnandgaon,2003,
Chhattisgarh,Rajnandgaon,2004,3.4679999
Chhattisgarh,Rajnandgaon,2005,2.74
Chhattisgarh,Rajnandgaon,2006,3.9200001
Chhattisgarh,Rajnandgaon,2007,2.8233335
Chhattisgarh,Rajnandgaon,2008,2.6500001
Chhattisgarh,Rajnandgaon,2009,1.71
Chhattisgarh,Rajnandgaon,2010,
Chhattisgarh,Rajnandgaon,2011,
Chhattisgarh,Rajnandgaon,2012,1.352
Chhattisgarh,Rajnandgaon,2013,
Chhattisgarh,Rajnandgaon,2014,-4.2573333
Chhattisgarh,Rajnandgaon,2015,
Chhattisgarh,Rajnandgaon,2016,
Chhattisgarh,Rajnandgaon,2017,
Chhattisgarh,Rajnandgaon,2018,0
Chhattisgarh,Surajpur,2000,
Chhattisgarh,Surajpur,2001,0.18000001
Chhattisgarh,Surajpur,2002,
Chhattisgarh,Surajpur,2003,
Chhattisgarh,Surajpur,2004,0
Chhattisgarh,Surajpur,2005,
Chhattisgarh,Surajpur,2006,
Chhattisgarh,Surajpur,2007,
Chhattisgarh,Surajpur,2008,0.80000001
Chhattisgarh,Surajpur,2009,
Chhattisgarh,Surajpur,2010,
Chhattisgarh,Surajpur,2011,
Chhattisgarh,Surajpur,2012,
Chhattisgarh,Surajpur,2013,
Chhattisgarh,Surajpur,2014,-0.40000001
Chhattisgarh,Surajpur,2015,
Chhattisgarh,Surajpur,2016,
Chhattisgarh,Surajpur,2017,
Chhattisgarh,Surajpur,2018,0
Chhattisgarh,Surguja,2000,
Chhattisgarh,Surguja,2001,1.2088889
Chhattisgarh,Surguja,2002,1.64
Chhattisgarh,Surguja,2003,
Chhattisgarh,Surguja,2004,1.1634783
Chhattisgarh,Surguja,2005,0.82499999
Chhattisgarh,Surguja,2006,0.82499999
Chhattisgarh,Surguja,2007,0.89999998
Chhattisgarh,Surguja,2008,1.2377778
Chhattisgarh,Surguja,2009,1.368
Chhattisgarh,Surguja,2010,
Chhattisgarh,Surguja,2011,
Chhattisgarh,Surguja,2012,1.0633333
Chhattisgarh,Surguja,2013,0.87384617
Chhattisgarh,Surguja,2014,-1.2729032
Chhattisgarh,Surguja,2015,
Chhattisgarh,Surguja,2016,
Chhattisgarh,Surguja,2017,
Chhattisgarh,Surguja,2018,0
Delhi,Central,2000,
Delhi,Central,2001,
Delhi,Central,2002,
Delhi,Central,2003,
Delhi,Central,2004,
Delhi,Central,2005,
Delhi,Central,2006,
Delhi,Central,2007,
Delhi,Central,2008,
Delhi,Central,2009,
Delhi,Central,2010,
Delhi,East,2000,
Delhi,East,2001,
Delhi,East,2002,
Delhi,East,2003,
Delhi,East,2004,
Delhi,East,2005,
Delhi,East,2006,
Delhi,East,2007,
Delhi,East,2008,
Delhi,East,2009,
Delhi,East,2010,
Delhi,New Delhi,2000,
Delhi,New Delhi,2001,
Delhi,New Delhi,2002,
Delhi,New Delhi,2003,
Delhi,New Delhi,2004,
Delhi,New Delhi,2005,
Delhi,New Delhi,2006,
Delhi,New Delhi,2007,
Delhi,New Delhi,2008,
Delhi,New Delhi,2009,
Delhi,New Delhi,2010,
Delhi,North East,2000,
Delhi,North East,2001,
Delhi,North East,2002,
Delhi,North East,2003,
Delhi,North East,2004,
Delhi,North East,2005,
Delhi,North East,2006,
Delhi,North East,2007,
Delhi,North East,2008,
Delhi,North East,2009,
Delhi,North East,2010,
Delhi,North West,2000,
Delhi,North West,2001,
Delhi,North West,2002,7.52
Delhi,North West,2003,
Delhi,North West,2004,
Delhi,North West,2005,12.74
Delhi,North West,2006,
Delhi,North West,2007,
Delhi,North West,2008,
Delhi,North West,2009,
Delhi,North West,2010,27.650002
Delhi,North,2000,
Delhi,North,2001,
Delhi,North,2002,
Delhi,North,2003,
Delhi,North,2004,
Delhi,North,2005,
Delhi,North,2006,
Delhi,North,2007,
Delhi,North,2008,
Delhi,North,2009,
Delhi,North,2010,
Delhi,South West,2000,
Delhi,South West,2001,
Delhi,South West,2002,3.885
Delhi,South West,2003,
Delhi,South West,2004,
Delhi,South West,2005,
Delhi,South West,2006,
Delhi,South West,2007,9.6800003
Delhi,South West,2008,
Delhi,South West,2009,
Delhi,South West,2010,14.27
Delhi,South,2000,
Delhi,South,2001,
Delhi,South,2002,0.89999998
Delhi,South,2003,
Delhi,South,2004,
Delhi,South,2005,
Delhi,South,2006,
Delhi,South,2007,
Delhi,South,2008,
Delhi,South,2009,
Delhi,South,2010,4.9000001
Delhi,West,2000,
Delhi,West,2001,10.56
Delhi,West,2002,6.6199999
Delhi,West,2003,
Delhi,West,2004,
Delhi,West,2005,11.62
Delhi,West,2006,
Delhi,West,2007,
Delhi,West,2008,3.6600001
Delhi,West,2009,
Delhi,West,2010,
Goa,North Goa,2000,
Goa,North Goa,2001,
Goa,North Goa,2002,
Goa,North Goa,2003,
Goa,North Goa,2004,
Goa,North Goa,2005,2.8900001
Goa,North Goa,2006,
Goa,North Goa,2007,
Goa,North Goa,2008,2.0666666
Goa,North Goa,2009,
Goa,North Goa,2010,
Goa,North Goa,2011,0.044999998
Goa,North Goa,2012,2.6900001
Goa,North Goa,2013,
Goa,North Goa,2014,-0.52411431
Goa,North Goa,2015,
Goa,North Goa,2016,
Goa,North Goa,2017,0
Goa,North Goa,2018,0
Goa,South Goa,2000,
Goa,South Goa,2001,
Goa,South Goa,2002,
Goa,South Goa,2003,
Goa,South Goa,2004,
Goa,South Goa,2005,
Goa,South Goa,2006,
Goa,South Goa,2007,
Goa,South Goa,2008,0.25999999
Goa,South Goa,2009,
Goa,South Goa,2010,
Goa,South Goa,2011,0.47
Goa,South Goa,2012,0.25999999
Goa,South Goa,2013,0.12
Goa,South Goa,2014,-0.59812498
Goa,South Goa,2015,-0.82800001
Goa,South Goa,2016,0
Goa,South Goa,2017,0
Goa,South Goa,2018,0
Gujarat,Ahmadabad,2000,4.71
Gujarat,Ahmadabad,2001,
Gujarat,Ahmadabad,2002,9.7875004
Gujarat,Ahmadabad,2003,
Gujarat,Ahmadabad,2004,7.534286
Gujarat,Ahmadabad,2005,9.2399998
Gujarat,Ahmadabad,2006,21.719999
Gujarat,Ahmadabad,2007,12.053333
Gujarat,Ahmadabad,2008,18.384001
Gujarat,Ahmadabad,2009,9.6700001
Gujarat,Ahmadabad,2010,16.195999
Gujarat,Ahmadabad,2011,10.725715
Gujarat,Ahmadabad,2012,11.78
Gujarat,Ahmadabad,2013,11.471429
Gujarat,Ahmadabad,2014,-1.549091
Gujarat,Ahmadabad,2015,-9.5179996
Gujarat,Ahmadabad,2016,
Gujarat,Ahmadabad,2017,-5.0389009
Gujarat,Ahmadabad,2018,-1.5584402
Gujarat,Amreli,2000,9.2266665
Gujarat,Amreli,2001,
Gujarat,Amreli,2002,5.5875001
Gujarat,Amreli,2003,
Gujarat,Amreli,2004,7.9933333
Gujarat,Amreli,2005,8.96
Gujarat,Amreli,2006,9.8661537
Gujarat,Amreli,2007,8.7822218
Gujarat,Amreli,2008,8.802
Gujarat,Amreli,2009,6.9987502
Gujarat,Amreli,2010,7.8400002
Gujarat,Amreli,2011,10.367143
Gujarat,Amreli,2012,11.25
Gujarat,Amreli,2013,6.3380003
Gujarat,Amreli,2014,0.73599988
Gujarat,Amreli,2015,-2.1614633
Gujarat,Amreli,2016,-2.1333332
Gujarat,Amreli,2017,-3.4838243
Gujarat,Amreli,2018,-1.2316059
Gujarat,Anand,2000,13.16
Gujarat,Anand,2001,
Gujarat,Anand,2002,7.873333
Gujarat,Anand,2003,
Gujarat,Anand,2004,9.1066666
Gujarat,Anand,2005,4.5666666
Gujarat,Anand,2006,3.9200001
Gujarat,Anand,2007,2.848
Gujarat,Anand,2008,6.2400002
Gujarat,Anand,2009,7.46
Gujarat,Anand,2010,10.623333
Gujarat,Anand,2011,7.336
Gujarat,Anand,2012,7.7766666
Gujarat,Anand,2013,11.455
Gujarat,Anand,2014,7.2275
Gujarat,Anand,2015,3.1159999
Gujarat,Anand,2016,
Gujarat,Anand,2017,1.4165574
Gujarat,Anand,2018,-2.1168447
Gujarat,Banas Kantha,2000,5.296
Gujarat,Banas Kantha,2001,
Gujarat,Banas Kantha,2002,5.9933333
Gujarat,Banas Kantha,2003,
Gujarat,Banas Kantha,2004,
Gujarat,Banas Kantha,2005,5.6499996
Gujarat,Banas Kantha,2006,8.3800001
Gujarat,Banas Kantha,2007,2.02
Gujarat,Banas Kantha,2008,3.1700001
Gujarat,Banas Kantha,2009,5.0966668
Gujarat,Banas Kantha,2010,4.8000002
Gujarat,Banas Kantha,2011,4.7280002
Gujarat,Banas Kantha,2012,6.8000002
Gujarat,Banas Kantha,2013,3.7850001
Gujarat,Banas Kantha,2014,-5.7014284
Gujarat,Banas Kantha,2015,-2.0123076
Gujarat,Banas Kantha,2016,
Gujarat,Banas Kantha,2017,-4.595644
Gujarat,Banas Kantha,2018,-6.761559
Gujarat,Bharuch,2000,6.1999998
Gujarat,Bharuch,2001,
Gujarat,Bharuch,2002,5.1850004
Gujarat,Bharuch,2003,
Gujarat,Bharuch,2004,6.1199999
Gujarat,Bharuch,2005,5.5880003
Gujarat,Bharuch,2006,6.429091
Gujarat,Bharuch,2007,5.4116664
Gujarat,Bharuch,2008,6.4155555
Gujarat,Bharuch,2009,7.5977778
Gujarat,Bharuch,2010,5.7400002
Gujarat,Bharuch,2011,5.8623528
Gujarat,Bharuch,2012,6.6675
Gujarat,Bharuch,2013,5.3340001
Gujarat,Bharuch,2014,-4.714375
Gujarat,Bharuch,2015,-5.6723075
Gujarat,Bharuch,2016,
Gujarat,Bharuch,2017,-2.5852671
Gujarat,Bharuch,2018,-6.0624347
Gujarat,Bhavnagar,2000,4.5433335
Gujarat,Bhavnagar,2001,
Gujarat,Bhavnagar,2002,7.0816665
Gujarat,Bhavnagar,2003,
Gujarat,Bhavnagar,2004,7.5240002
Gujarat,Bhavnagar,2005,4.48
Gujarat,Bhavnagar,2006,9.2328568
Gujarat,Bhavnagar,2007,7.4584613
Gujarat,Bhavnagar,2008,8.718461
Gujarat,Bhavnagar,2009,9.8671427
Gujarat,Bhavnagar,2010,10.890769
Gujarat,Bhavnagar,2011,13.489091
Gujarat,Bhavnagar,2012,10.501818
Gujarat,Bhavnagar,2013,12.972727
Gujarat,Bhavnagar,2014,-1.5876471
Gujarat,Bhavnagar,2015,-10.629032
Gujarat,Bhavnagar,2016,
Gujarat,Bhavnagar,2017,-6.0599933
Gujarat,Bhavnagar,2018,-11.43477
Gujarat,Dohad,2000,3.7872727
Gujarat,Dohad,2001,
Gujarat,Dohad,2002,0.96799999
Gujarat,Dohad,2003,
Gujarat,Dohad,2004,1.9960001
Gujarat,Dohad,2005,
Gujarat,Dohad,2006,3.4949999
Gujarat,Dohad,2007,1.4628571
Gujarat,Dohad,2008,2.8975
Gujarat,Dohad,2009,3.9066668
Gujarat,Dohad,2010,2.8180001
Gujarat,Dohad,2011,5.3142858
Gujarat,Dohad,2012,1.9300001
Gujarat,Dohad,2013,1.8149999
Gujarat,Dohad,2014,-3.8585713
Gujarat,Dohad,2015,-1.712
Gujarat,Dohad,2016,
Gujarat,Dohad,2017,-2.2098751
Gujarat,Dohad,2018,-4.2790346
Gujarat,Gandhinagar,2000,0.62
Gujarat,Gandhinagar,2001,
Gujarat,Gandhinagar,2002,4.6499996
Gujarat,Gandhinagar,2003,
Gujarat,Gandhinagar,2004,
Gujarat,Gandhinagar,2005,3.28
Gujarat,Gandhinagar,2006,
Gujarat,Gandhinagar,2007,5.6599998
Gujarat,Gandhinagar,2008,
Gujarat,Gandhinagar,2009,4.3200002
Gujarat,Gandhinagar,2010,0.77999997
Gujarat,Gandhinagar,2011,6.23
Gujarat,Gandhinagar,2012,4.4400001
Gujarat,Gandhinagar,2013,13.32
Gujarat,Gandhinagar,2014,3.5900002
Gujarat,Gandhinagar,2015,-4.02
Gujarat,Gandhinagar,2016,
Gujarat,Gandhinagar,2017,-10.36129
Gujarat,Gandhinagar,2018,0.22077417
Gujarat,Jamnagar,2000,5.7966666
Gujarat,Jamnagar,2001,
Gujarat,Jamnagar,2002,5.9520001
Gujarat,Jamnagar,2003,
Gujarat,Jamnagar,2004,
Gujarat,Jamnagar,2005,1.5175
Gujarat,Jamnagar,2006,3.7266667
Gujarat,Jamnagar,2007,1.8628572
Gujarat,Jamnagar,2008,2.45
Gujarat,Jamnagar,2009,2.6733334
Gujarat,Jamnagar,2010,2.0228572
Gujarat,Jamnagar,2011,1.64
Gujarat,Jamnagar,2012,8.7766666
Gujarat,Jamnagar,2013,3.5622222
Gujarat,Jamnagar,2014,-12.304
Gujarat,Jamnagar,2015,-15.505405
Gujarat,Jamnagar,2016,-45.18
Gujarat,Jamnagar,2017,-19.934303
Gujarat,Jamnagar,2018,-19.875895
Gujarat,Junagadh,2000,0.18000001
Gujarat,Junagadh,2001,
Gujarat,Junagadh,2002,2
Gujarat,Junagadh,2003,
Gujarat,Junagadh,2004,
Gujarat,Junagadh,2005,
Gujarat,Junagadh,2006,2.8099999
Gujarat,Junagadh,2007,2.484
Gujarat,Junagadh,2008,0.12
Gujarat,Junagadh,2009,1.9449999
Gujarat,Junagadh,2010,1.8555555
Gujarat,Junagadh,2011,2.1833332
Gujarat,Junagadh,2012,0.12
Gujarat,Junagadh,2013,1.184
Gujarat,Junagadh,2014,-25.469048
Gujarat,Junagadh,2015,-24.893877
Gujarat,Junagadh,2016,
Gujarat,Junagadh,2017,-19.184614
Gujarat,Junagadh,2018,-15.845612
Gujarat,Kachchh,2000,7.0733333
Gujarat,Kachchh,2001,
Gujarat,Kachchh,2002,6.3400002
Gujarat,Kachchh,2003,
Gujarat,Kachchh,2004,8.7399998
Gujarat,Kachchh,2005,9.6599998
Gujarat,Kachchh,2006,8.3657141
Gujarat,Kachchh,2007,12.768572
Gujarat,Kachchh,2008,5.7799997
Gujarat,Kachchh,2009,9.1222219
Gujarat,Kachchh,2010,7.5050001
Gujarat,Kachchh,2011,9.6228571
Gujarat,Kachchh,2012,7.6938462
Gujarat,Kachchh,2013,11.35
Gujarat,Kachchh,2014,-22.763889
Gujarat,Kachchh,2015,-31.341818
Gujarat,Kachchh,2016,-26
Gujarat,Kachchh,2017,-13.258709
Gujarat,Kachchh,2018,-17.4016
Gujarat,Kheda,2000,8.75
Gujarat,Kheda,2001,
Gujarat,Kheda,2002,
Gujarat,Kheda,2003,
Gujarat,Kheda,2004,4.3100004
Gujarat,Kheda,2005,6.9899998
Gujarat,Kheda,2006,5.7600002
Gujarat,Kheda,2007,10
Gujarat,Kheda,2008,11.440001
Gujarat,Kheda,2009,6.652
Gujarat,Kheda,2010,4.632
Gujarat,Kheda,2011,8.6999998
Gujarat,Kheda,2012,16.01
Gujarat,Kheda,2013,9.6066666
Gujarat,Kheda,2014,-7.4618182
Gujarat,Kheda,2015,0.42428565
Gujarat,Kheda,2016,
Gujarat,Kheda,2017,-7.6865191
Gujarat,Kheda,2018,-16.179468
Gujarat,Mahesana,2000,4.1666665
Gujarat,Mahesana,2001,
Gujarat,Mahesana,2002,4.2633333
Gujarat,Mahesana,2003,
Gujarat,Mahesana,2004,
Gujarat,Mahesana,2005,2.405
Gujarat,Mahesana,2006,1.6
Gujarat,Mahesana,2007,2.4649999
Gujarat,Mahesana,2008,2.5233333
Gujarat,Mahesana,2009,5.0225
Gujarat,Mahesana,2010,3.7266667
Gujarat,Mahesana,2011,3.0628572
Gujarat,Mahesana,2012,4.5279999
Gujarat,Mahesana,2013,4.9933333
Gujarat,Mahesana,2014,-3.0285716
Gujarat,Mahesana,2015,1.964
Gujarat,Mahesana,2016,
Gujarat,Mahesana,2017,-5.2500052
