state,district,year,residualsodiumcarbonate
Arunachal Pradesh,Lower Subansiri,2018,
Arunachal Pradesh,Papum Pare,2000,
Arunachal Pradesh,Papum Pare,2001,
Arunachal Pradesh,Papum Pare,2002,
Arunachal Pradesh,Papum Pare,2003,
Arunachal Pradesh,Papum Pare,2004,
Arunachal Pradesh,Papum Pare,2005,
Arunachal Pradesh,Papum Pare,2007,
Arunachal Pradesh,Papum Pare,2009,
Arunachal Pradesh,Papum Pare,2010,
Arunachal Pradesh,Papum Pare,2011,
Arunachal Pradesh,Papum Pare,2012,
Arunachal Pradesh,Papum Pare,2013,
Arunachal Pradesh,Tirap,2000,
Arunachal Pradesh,Tirap,2001,
Arunachal Pradesh,Tirap,2002,
Arunachal Pradesh,Tirap,2003,
Arunachal Pradesh,Tirap,2004,
Arunachal Pradesh,Tirap,2006,
Arunachal Pradesh,Tirap,2008,
Arunachal Pradesh,Tirap,2009,
Arunachal Pradesh,Tirap,2011,
Arunachal Pradesh,Tirap,2012,
Arunachal Pradesh,Tirap,2014,
Assam,Baksa,2000,
Assam,Baksa,2001,
Assam,Baksa,2002,
Assam,Baksa,2003,
Assam,Baksa,2004,
Assam,Baksa,2008,
Assam,Baksa,2009,
Assam,Baksa,2010,
Assam,Baksa,2011,
Assam,Baksa,2012,
Assam,Baksa,2013,
Assam,Baksa,2017,
Assam,Barpeta,2000,
Assam,Barpeta,2001,
Assam,Barpeta,2002,
Assam,Barpeta,2003,
Assam,Barpeta,2004,
Assam,Barpeta,2008,
Assam,Barpeta,2009,
Assam,Barpeta,2010,
Assam,Barpeta,2013,
Assam,Barpeta,2017,
Assam,Bongaigaon,2000,
Assam,Bongaigaon,2001,
Assam,Bongaigaon,2002,
Assam,Bongaigaon,2003,
Assam,Bongaigaon,2004,
Assam,Bongaigaon,2008,
Assam,Bongaigaon,2009,
Assam,Bongaigaon,2011,
Assam,Bongaigaon,2017,
Assam,Cachar,2000,
Assam,Cachar,2001,
Assam,Cachar,2002,
Assam,Cachar,2003,
Assam,Cachar,2004,
Assam,Cachar,2005,
Assam,Cachar,2007,
Assam,Cachar,2008,
Assam,Cachar,2009,
Assam,Cachar,2010,
Assam,Cachar,2012,
Assam,Cachar,2013,
Assam,Chirang,2000,
Assam,Chirang,2001,
Assam,Chirang,2002,
Assam,Chirang,2003,
Assam,Chirang,2004,
Assam,Chirang,2005,
Assam,Chirang,2007,
Assam,Chirang,2008,
Assam,Chirang,2009,
Assam,Chirang,2010,
Assam,Chirang,2011,
Assam,Chirang,2012,
Assam,Chirang,2013,
Assam,Chirang,2014,
Assam,Chirang,2017,
Assam,Chirang,2018,
Assam,Darrang,2000,
Assam,Darrang,2001,
Assam,Darrang,2002,
Assam,Darrang,2003,
Assam,Darrang,2004,
Assam,Darrang,2009,
Assam,Darrang,2010,
Assam,Darrang,2011,
Assam,Darrang,2013,
Assam,Darrang,2017,
Assam,Dhemaji,2000,
Assam,Dhemaji,2001,
Assam,Dhemaji,2002,
Assam,Dhemaji,2003,
Assam,Dhemaji,2004,
Assam,Dhemaji,2011,
Assam,Dhemaji,2012,
Assam,Dhubri,2000,
Assam,Dhubri,2001,
Assam,Dhubri,2002,
Assam,Dhubri,2003,
Assam,Dhubri,2004,
Assam,Dhubri,2008,
Assam,Dhubri,2009,
Assam,Dhubri,2011,
Assam,Dhubri,2012,
Assam,Dhubri,2017,
Assam,Dibrugarh,2000,
Assam,Dibrugarh,2001,
Assam,Dibrugarh,2002,
Assam,Dibrugarh,2003,
Assam,Dibrugarh,2004,
Assam,Dibrugarh,2006,
Assam,Dibrugarh,2009,
Assam,Dibrugarh,2011,
Assam,Dibrugarh,2015,
Assam,Goalpara,2000,
Assam,Goalpara,2001,
Assam,Goalpara,2002,
Assam,Goalpara,2003,
Assam,Goalpara,2004,
Assam,Goalpara,2010,
Assam,Goalpara,2011,
Assam,Goalpara,2012,
Assam,Goalpara,2013,
Assam,Goalpara,2017,
Assam,Golaghat,2000,
Assam,Golaghat,2001,
Assam,Golaghat,2002,
Assam,Golaghat,2003,
Assam,Golaghat,2004,
Assam,Golaghat,2009,
Assam,Golaghat,2010,
Assam,Golaghat,2017,
Assam,Hailakandi,2000,
Assam,Hailakandi,2001,
Assam,Hailakandi,2002,
Assam,Hailakandi,2003,
Assam,Hailakandi,2004,
Assam,Hailakandi,2005,
Assam,Hailakandi,2006,
Assam,Hailakandi,2008,
Assam,Hailakandi,2009,
Assam,Hailakandi,2010,
Assam,Hailakandi,2011,
Assam,Hailakandi,2012,
Assam,Hailakandi,2013,
Assam,Hailakandi,2014,
Assam,Jorhat,2000,
Assam,Jorhat,2001,
Assam,Jorhat,2002,
Assam,Jorhat,2003,
Assam,Jorhat,2004,
Assam,Jorhat,2005,
Assam,Jorhat,2008,
Assam,Jorhat,2009,
Assam,Jorhat,2010,
Assam,Jorhat,2011,
Assam,Jorhat,2012,
Assam,Jorhat,2013,
Assam,Jorhat,2017,
Assam,Kamrup Metropolitan,2000,
Assam,Kamrup Metropolitan,2001,
Assam,Kamrup Metropolitan,2002,
Assam,Kamrup Metropolitan,2003,
Assam,Kamrup Metropolitan,2004,
Assam,Kamrup Metropolitan,2009,
Assam,Kamrup Metropolitan,2011,
Assam,Kamrup Metropolitan,2012,
Assam,Kamrup Metropolitan,2013,
Assam,Kamrup,2000,
Assam,Kamrup,2001,
Assam,Kamrup,2002,
Assam,Kamrup,2003,
Assam,Kamrup,2004,
Assam,Kamrup,2017,
Assam,Karbi Anglong,2000,
Assam,Karbi Anglong,2001,
Assam,Karbi Anglong,2002,
Assam,Karbi Anglong,2003,
Assam,Karbi Anglong,2004,
Assam,Karbi Anglong,2010,
Assam,Karbi Anglong,2013,
Assam,Karimganj,2000,
Assam,Karimganj,2001,
Assam,Karimganj,2002,
Assam,Karimganj,2003,
Assam,Karimganj,2004,
Assam,Karimganj,2005,
Assam,Karimganj,2006,
Assam,Karimganj,2011,
Assam,Karimganj,2012,
Assam,Karimganj,2016,
Assam,Kokrajhar,2000,
Assam,Kokrajhar,2001,
Assam,Kokrajhar,2002,
Assam,Kokrajhar,2003,
Assam,Kokrajhar,2004,
Assam,Kokrajhar,2008,
Assam,Kokrajhar,2009,
Assam,Kokrajhar,2010,
Assam,Kokrajhar,2011,
Assam,Kokrajhar,2012,
Assam,Kokrajhar,2013,
Assam,Kokrajhar,2017,
Assam,Kokrajhar,2018,
Assam,Lakhimpur,2000,
Assam,Lakhimpur,2001,
Assam,Lakhimpur,2002,
Assam,Lakhimpur,2003,
Assam,Lakhimpur,2004,
Assam,Lakhimpur,2007,
Assam,Lakhimpur,2011,
Assam,Lakhimpur,2012,
Assam,Marigaon,2000,
Assam,Marigaon,2001,
Assam,Marigaon,2002,
Assam,Marigaon,2003,
Assam,Marigaon,2004,
Assam,Marigaon,2009,
Assam,Marigaon,2011,
Assam,Marigaon,2012,
Assam,Nagaon,2000,
Assam,Nagaon,2001,
Assam,Nagaon,2002,
Assam,Nagaon,2003,
Assam,Nagaon,2004,
Assam,Nalbari,2000,
Assam,Nalbari,2001,
Assam,Nalbari,2002,
Assam,Nalbari,2003,
Assam,Nalbari,2004,
Assam,Nalbari,2009,
Assam,Nalbari,2010,
Assam,Nalbari,2011,
Assam,Nalbari,2013,
Assam,Nalbari,2014,
Assam,Nalbari,2017,
Assam,Sivasagar,2000,
Assam,Sivasagar,2001,
Assam,Sivasagar,2002,
Assam,Sivasagar,2003,
Assam,Sivasagar,2004,
Assam,Sivasagar,2008,
Assam,Sivasagar,2009,
Assam,Sivasagar,2011,
Assam,Sivasagar,2012,
Assam,Sivasagar,2017,
Assam,Sivasagar,2018,
Assam,Sonitpur,2000,
Assam,Sonitpur,2001,
Assam,Sonitpur,2002,
Assam,Sonitpur,2003,
Assam,Sonitpur,2004,
Assam,Sonitpur,2007,
Assam,Sonitpur,2010,
Assam,Sonitpur,2011,
Assam,Sonitpur,2012,
Assam,Sonitpur,2013,
Assam,Tinsukia,2000,
Assam,Tinsukia,2001,
Assam,Tinsukia,2002,
Assam,Tinsukia,2003,
Assam,Tinsukia,2004,
Assam,Tinsukia,2006,
Assam,Tinsukia,2011,
Assam,Tinsukia,2015,
Assam,Udalguri,2000,
Assam,Udalguri,2001,
Assam,Udalguri,2002,
Assam,Udalguri,2003,
Assam,Udalguri,2004,
Assam,Udalguri,2009,
Assam,Udalguri,2010,
Assam,Udalguri,2011,
Assam,Udalguri,2012,
Assam,Udalguri,2013,
Assam,Udalguri,2017,
Bihar,Araria,2000,
Bihar,Araria,2001,
Bihar,Araria,2002,
Bihar,Araria,2003,
Bihar,Araria,2004,
Bihar,Araria,2005,
Bihar,Araria,2006,
Bihar,Araria,2009,
Bihar,Araria,2010,
Bihar,Araria,2012,
Bihar,Araria,2014,
Bihar,Araria,2015,
Bihar,Araria,2016,
Bihar,Araria,2017,
Bihar,Araria,2018,
Bihar,Arwal,2000,
Bihar,Arwal,2002,
Bihar,Arwal,2003,
Bihar,Arwal,2004,
Bihar,Arwal,2006,
Bihar,Arwal,2009,
Bihar,Arwal,2014,
Bihar,Arwal,2015,
Bihar,Arwal,2016,
Bihar,Arwal,2017,
Bihar,Arwal,2018,
Bihar,Banka,2000,
Bihar,Banka,2001,
Bihar,Banka,2002,
Bihar,Banka,2003,
Bihar,Banka,2004,
Bihar,Banka,2006,
Bihar,Banka,2007,
Bihar,Banka,2014,
Bihar,Banka,2015,
Bihar,Banka,2016,
Bihar,Banka,2017,
Bihar,Banka,2018,
Bihar,Begusarai,2001,
Bihar,Begusarai,2002,
Bihar,Begusarai,2003,
Bihar,Begusarai,2004,
Bihar,Begusarai,2006,
Bihar,Begusarai,2007,
Bihar,Begusarai,2014,
Bihar,Begusarai,2015,
Bihar,Begusarai,2016,
Bihar,Begusarai,2017,
Bihar,Begusarai,2018,
Bihar,Bhagalpur,2001,
Bihar,Bhagalpur,2002,
Bihar,Bhagalpur,2003,
Bihar,Bhagalpur,2006,
Bihar,Bhagalpur,2014,
Bihar,Bhagalpur,2015,
Bihar,Bhagalpur,2016,
Bihar,Bhagalpur,2017,
Bihar,Bhagalpur,2018,
Bihar,Bhojpur,2000,
Bihar,Bhojpur,2001,
Bihar,Bhojpur,2002,
Bihar,Bhojpur,2003,
Bihar,Bhojpur,2006,
Bihar,Bhojpur,2014,
Bihar,Bhojpur,2015,
Bihar,Bhojpur,2016,
Bihar,Bhojpur,2017,
Bihar,Bhojpur,2018,
Bihar,Buxar,2000,
Bihar,Buxar,2001,
Bihar,Buxar,2002,
Bihar,Buxar,2003,
Bihar,Buxar,2005,
Bihar,Buxar,2006,
Bihar,Buxar,2014,
Bihar,Buxar,2015,
Bihar,Buxar,2016,
Bihar,Buxar,2017,
Bihar,Buxar,2018,
Bihar,Darbhanga,2000,
Bihar,Darbhanga,2002,
Bihar,Darbhanga,2003,
Bihar,Darbhanga,2004,
Bihar,Darbhanga,2005,
Bihar,Darbhanga,2014,
Bihar,Darbhanga,2015,
Bihar,Darbhanga,2016,
Bihar,Darbhanga,2017,
Bihar,Darbhanga,2018,
Bihar,Gaya,2000,
Bihar,Gaya,2002,
Bihar,Gaya,2003,
Bihar,Gaya,2004,
Bihar,Gaya,2006,
Bihar,Gaya,2014,
Bihar,Gaya,2015,
Bihar,Gaya,2017,
Bihar,Gaya,2018,
Bihar,Gopalganj,2000,
Bihar,Gopalganj,2002,
Bihar,Gopalganj,2003,
Bihar,Gopalganj,2004,
Bihar,Gopalganj,2005,
Bihar,Gopalganj,2006,
Bihar,Gopalganj,2014,
Bihar,Gopalganj,2015,
Bihar,Gopalganj,2017,
Bihar,Gopalganj,2018,
Bihar,Jamui,2000,
Bihar,Jamui,2001,
Bihar,Jamui,2002,
Bihar,Jamui,2003,
Bihar,Jamui,2004,
Bihar,Jamui,2005,
Bihar,Jamui,2006,
Bihar,Jamui,2007,
Bihar,Jamui,2008,
Bihar,Jamui,2009,
Bihar,Jamui,2010,
Bihar,Jamui,2014,
Bihar,Jamui,2015,
Bihar,Jamui,2016,
Bihar,Jamui,2017,
Bihar,Jamui,2018,
Bihar,Jehanabad,2000,
Bihar,Jehanabad,2002,
Bihar,Jehanabad,2003,
Bihar,Jehanabad,2004,
Bihar,Jehanabad,2005,
Bihar,Jehanabad,2006,
Bihar,Jehanabad,2007,
Bihar,Jehanabad,2008,
Bihar,Jehanabad,2014,
Bihar,Jehanabad,2015,
Bihar,Jehanabad,2016,
Bihar,Jehanabad,2017,
Bihar,Jehanabad,2018,
Bihar,Kaimur (Bhabua),2000,
Bihar,Kaimur (Bhabua),2001,
Bihar,Kaimur (Bhabua),2002,
Bihar,Kaimur (Bhabua),2003,
Bihar,Kaimur (Bhabua),2004,
Bihar,Kaimur (Bhabua),2005,
Bihar,Kaimur (Bhabua),2006,
Bihar,Kaimur (Bhabua),2014,
Bihar,Kaimur (Bhabua),2016,
Bihar,Katihar,2002,
Bihar,Katihar,2003,
Bihar,Katihar,2006,
Bihar,Katihar,2010,
Bihar,Katihar,2014,
Bihar,Katihar,2015,
Bihar,Katihar,2016,
Bihar,Katihar,2017,
Bihar,Katihar,2018,
Bihar,Khagaria,2001,
Bihar,Khagaria,2002,
Bihar,Khagaria,2003,
Bihar,Khagaria,2004,
Bihar,Khagaria,2005,
Bihar,Khagaria,2006,
Bihar,Khagaria,2009,
Bihar,Khagaria,2014,
Bihar,Khagaria,2015,
Bihar,Khagaria,2016,
Bihar,Khagaria,2017,
Bihar,Khagaria,2018,
Bihar,Kishanganj,2000,
Bihar,Kishanganj,2001,
Bihar,Kishanganj,2002,
Bihar,Kishanganj,2003,
Bihar,Kishanganj,2006,
Bihar,Kishanganj,2007,
Bihar,Kishanganj,2010,
Bihar,Kishanganj,2012,
Bihar,Kishanganj,2014,
Bihar,Kishanganj,2015,
Bihar,Kishanganj,2016,
Bihar,Kishanganj,2017,
Bihar,Lakhisarai,2001,
Bihar,Lakhisarai,2002,
Bihar,Lakhisarai,2003,
Bihar,Lakhisarai,2004,
Bihar,Lakhisarai,2006,
Bihar,Lakhisarai,2007,
Bihar,Lakhisarai,2008,
Bihar,Lakhisarai,2014,
Bihar,Lakhisarai,2015,
Bihar,Lakhisarai,2016,
Bihar,Lakhisarai,2017,
Bihar,Lakhisarai,2018,
Bihar,Madhepura,2000,
Bihar,Madhepura,2001,
Bihar,Madhepura,2002,
Bihar,Madhepura,2003,
Bihar,Madhepura,2004,
Bihar,Madhepura,2005,
Bihar,Madhepura,2006,
Bihar,Madhepura,2007,
Bihar,Madhepura,2009,
Bihar,Madhepura,2010,
Bihar,Madhepura,2014,
Bihar,Madhepura,2015,
Bihar,Madhepura,2017,
Bihar,Madhepura,2018,
Bihar,Madhubani,2000,
Bihar,Madhubani,2002,
Bihar,Madhubani,2003,
Bihar,Madhubani,2005,
Bihar,Madhubani,2007,
Bihar,Madhubani,2014,
Bihar,Madhubani,2015,
Bihar,Madhubani,2016,
Bihar,Madhubani,2017,
Bihar,Madhubani,2018,
Bihar,Munger,2000,
Bihar,Munger,2001,
Bihar,Munger,2002,
Bihar,Munger,2003,
Bihar,Munger,2004,
Bihar,Munger,2006,
Bihar,Munger,2010,
Bihar,Munger,2014,
Bihar,Munger,2015,
Bihar,Munger,2016,
Bihar,Munger,2017,
Bihar,Munger,2018,
Bihar,Muzaffarpur,2000,
Bihar,Muzaffarpur,2002,
Bihar,Muzaffarpur,2003,
Bihar,Muzaffarpur,2004,
Bihar,Muzaffarpur,2005,
Bihar,Muzaffarpur,2014,
Bihar,Muzaffarpur,2015,
Bihar,Muzaffarpur,2016,
Bihar,Muzaffarpur,2017,
Bihar,Muzaffarpur,2018,
Bihar,Nalanda,2000,
Bihar,Nalanda,2002,
Bihar,Nalanda,2003,
Bihar,Nalanda,2004,
Bihar,Nalanda,2006,
Bihar,Nalanda,2014,
Bihar,Nalanda,2015,
Bihar,Nalanda,2017,
Bihar,Nalanda,2018,
Bihar,Nawada,2000,
Bihar,Nawada,2002,
Bihar,Nawada,2003,
Bihar,Nawada,2004,
Bihar,Nawada,2006,
Bihar,Nawada,2009,
Bihar,Nawada,2014,
Bihar,Nawada,2015,
Bihar,Nawada,2017,
Bihar,Nawada,2018,
Bihar,Pashchim Champaran,2002,
Bihar,Pashchim Champaran,2003,
Bihar,Pashchim Champaran,2004,
Bihar,Pashchim Champaran,2005,
Bihar,Pashchim Champaran,2006,
Bihar,Pashchim Champaran,2007,
Bihar,Pashchim Champaran,2014,
Bihar,Pashchim Champaran,2015,
Bihar,Pashchim Champaran,2016,
Bihar,Pashchim Champaran,2017,
Bihar,Pashchim Champaran,2018,
Bihar,Patna,2002,
Bihar,Patna,2003,
Bihar,Patna,2004,
Bihar,Patna,2006,
Bihar,Patna,2014,
Bihar,Patna,2015,
Bihar,Patna,2017,
Bihar,Patna,2018,
Bihar,Purbi Champaran,2002,
Bihar,Purbi Champaran,2003,
Bihar,Purbi Champaran,2004,
Bihar,Purbi Champaran,2005,
Bihar,Purbi Champaran,2006,
Bihar,Purbi Champaran,2007,
Bihar,Purbi Champaran,2014,
Bihar,Purbi Champaran,2015,
Bihar,Purbi Champaran,2016,
Bihar,Purbi Champaran,2017,
Bihar,Purbi Champaran,2018,
Bihar,Purnia,2002,
Bihar,Purnia,2003,
Bihar,Purnia,2006,
Bihar,Purnia,2010,
Bihar,Purnia,2014,
Bihar,Purnia,2015,
Bihar,Purnia,2017,
Bihar,Purnia,2018,
Bihar,Rohtas,2000,
Bihar,Rohtas,2001,
Bihar,Rohtas,2002,
Bihar,Rohtas,2003,
Bihar,Rohtas,2006,
Bihar,Rohtas,2009,
Bihar,Rohtas,2014,
Bihar,Rohtas,2015,
Bihar,Rohtas,2016,
Bihar,Rohtas,2017,
Bihar,Rohtas,2018,
Bihar,Saharsa,2001,
Bihar,Saharsa,2002,
Bihar,Saharsa,2003,
Bihar,Saharsa,2004,
Bihar,Saharsa,2005,
Bihar,Saharsa,2006,
Bihar,Saharsa,2007,
Bihar,Saharsa,2014,
Bihar,Saharsa,2015,
Bihar,Saharsa,2016,
Bihar,Saharsa,2017,
Bihar,Saharsa,2018,
Bihar,Samastipur,2000,
Bihar,Samastipur,2001,
Bihar,Samastipur,2002,
Bihar,Samastipur,2003,
Bihar,Samastipur,2005,
Bihar,Samastipur,2007,
Bihar,Samastipur,2009,
Bihar,Samastipur,2010,
Bihar,Samastipur,2014,
Bihar,Samastipur,2015,
Bihar,Samastipur,2016,
Bihar,Samastipur,2017,
Bihar,Samastipur,2018,
Bihar,Saran,2000,
Bihar,Saran,2002,
Bihar,Saran,2003,
Bihar,Saran,2004,
Bihar,Saran,2005,
Bihar,Saran,2006,
Bihar,Saran,2014,
Bihar,Saran,2015,
Bihar,Saran,2016,
Bihar,Saran,2017,
Bihar,Saran,2018,
Bihar,Sheikhpura,2000,
Bihar,Sheikhpura,2001,
Bihar,Sheikhpura,2002,
Bihar,Sheikhpura,2003,
Bihar,Sheikhpura,2004,
Bihar,Sheikhpura,2005,
Bihar,Sheikhpura,2006,
Bihar,Sheikhpura,2007,
Bihar,Sheikhpura,2008,
Bihar,Sheikhpura,2009,
Bihar,Sheikhpura,2010,
Bihar,Sheikhpura,2011,
Bihar,Sheikhpura,2012,
Bihar,Sheikhpura,2014,
Bihar,Sheikhpura,2015,
Bihar,Sheikhpura,2017,
Bihar,Sheikhpura,2018,
Bihar,Sheohar,2000,
Bihar,Sheohar,2001,
Bihar,Sheohar,2002,
Bihar,Sheohar,2003,
Bihar,Sheohar,2004,
Bihar,Sheohar,2005,
Bihar,Sheohar,2006,
Bihar,Sheohar,2007,
Bihar,Sheohar,2008,
Bihar,Sheohar,2010,
Bihar,Sheohar,2012,
Bihar,Sheohar,2014,
Bihar,Sheohar,2015,
Bihar,Sheohar,2016,
Bihar,Sheohar,2017,
Bihar,Sheohar,2018,
Bihar,Sitamarhi,2000,
Bihar,Sitamarhi,2002,
Bihar,Sitamarhi,2003,
Bihar,Sitamarhi,2005,
Bihar,Sitamarhi,2006,
Bihar,Sitamarhi,2008,
Bihar,Sitamarhi,2014,
Bihar,Sitamarhi,2015,
Bihar,Sitamarhi,2016,
Bihar,Sitamarhi,2017,
Bihar,Sitamarhi,2018,
Bihar,Siwan,2000,
Bihar,Siwan,2002,
Bihar,Siwan,2003,
Bihar,Siwan,2004,
Bihar,Siwan,2005,
Bihar,Siwan,2006,
Bihar,Siwan,2014,
Bihar,Siwan,2015,
Bihar,Siwan,2016,
Bihar,Siwan,2017,
Bihar,Siwan,2018,
Bihar,Supaul,2000,
Bihar,Supaul,2001,
Bihar,Supaul,2002,
Bihar,Supaul,2003,
Bihar,Supaul,2004,
Bihar,Supaul,2006,
Bihar,Supaul,2007,
Bihar,Supaul,2009,
Bihar,Supaul,2014,
Bihar,Supaul,2015,
Bihar,Supaul,2016,
Bihar,Supaul,2017,
Bihar,Supaul,2018,
Bihar,Vaishali,2000,
Bihar,Vaishali,2002,
Bihar,Vaishali,2003,
Bihar,Vaishali,2004,
Bihar,Vaishali,2005,
Bihar,Vaishali,2006,
Bihar,Vaishali,2007,
Bihar,Vaishali,2014,
Bihar,Vaishali,2015,
Bihar,Vaishali,2016,
Bihar,Vaishali,2017,
Bihar,Vaishali,2018,
Chandigarh,Chandigarh,2000,
Chandigarh,Chandigarh,2001,
Chandigarh,Chandigarh,2002,
Chandigarh,Chandigarh,2003,
Chandigarh,Chandigarh,2008,
Chandigarh,Chandigarh,2011,
Chandigarh,Chandigarh,2016,
Chhattisgarh,Bastar,2000,
Chhattisgarh,Bastar,2003,
Chhattisgarh,Bastar,2010,
Chhattisgarh,Bastar,2013,
Chhattisgarh,Bastar,2015,
Chhattisgarh,Bastar,2016,
